,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,SUPVISOR,SIZEFIRM,COUNTRYW,YSTARTWK,MSTARTWK,WAYJFOUN,FTPT,FTPTREAS,TEMP,TEMPREAS,TEMPDUR,TEMPAGCY,SHIFTWK,EVENWK,NIGHTWK,SATWK,SUNWK,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,WAYMORE,HWWISH,HOMEWK,LOOKOJ,LOOKREAS,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,LEAVREAS,STAPROPR,SEEKWORK,SEEKREAS,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,AVAIREAS,PRESEEK,NEEDCARE,REGISTER,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,COURPURP,COURWORH,HATYEAR,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,METHFW,LENTR4W,PURP4W,STARTIME,LEAVCLAS,INCDECIL,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS
34442,0.03703,Q1,2013,12,13,SI,4.0,1,9,3,2,3,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2011,3.0,1.0,9,4,9.0,3,3,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,1,9,4,2,9.0,2,999,9,9,2000,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,3
34447,0.0209975,Q4,2013,45,46,SI,3.0,1,9,5,2,11,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,9.0,0.0,9,4,9.0,3,3,1,1,1,1,1,1,1,0,0,1,1,0,1,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1998,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,6
34451,0.0532275,Q4,2013,45,46,SI,4.0,1,9,1,2,11,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2008,99.0,1.0,9,4,9.0,3,3,0,0,1,1,0,1,1,0,0,1,0,0,0,9.0,1,9.0,1,9,4,2,9.0,2,999,9,9,2008,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,3
34454,0.0250525,Q2,2013,14,15,SI,4.0,1,9,3,2,4,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,8.0,9.0,5,4,9.0,3,2,0,1,1,1,1,1,1,0,0,1,0,0,0,9.0,1,9.0,2,9,4,2,9.0,2,999,9,9,2012,2.0,999.0,,2.0,0,H,0.0,9.0,9.0,999,4.0,99.0,9,9,H,4
34480,0.029125,Q1,2013,3,4,SI,4.0,1,9,2,2,1,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2003,99.0,99.0,9,4,9.0,3,3,1,0,1,1,0,0,0,0,0,0,1,0,0,9.0,1,9.0,1,9,4,2,9.0,2,999,9,9,2000,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,2
34510,0.0238675,Q3,2013,31,32,SI,3.0,1,9,4,2,8,2013,1,2.0,65.0,005-EU28,0.0,000-OWN COUNTRY,1,99,5.0,9,9.0,99,000-OWN COUNTRY,1993,99.0,9.0,1,9.0,9.0,9.0,9,9.0,9.0,3,3,1,1,49,49,99.0,99.0,97,1.0,3,50.0,3,1,6,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,3,0,0,0,1,1,1,1,0,0,0,0,0,0,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,1971,1.0,600.0,999.0,9.0,0,L,0.0,9.0,9.0,240,,99.0,A,9,9,3
34512,0.02387,Q3,2013,32,33,SI,4.0,1,9,4,2,8,2013,1,2.0,32.0,005-EU28,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,9.0,1.0,5,4,9.0,3,2,1,0,0,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,2,9,2,2,9.0,2,999,9,9,2001,2.0,999.0,600.0,2.0,0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,G,5
34520,0.0200875,Q4,2013,48,49,SI,4.0,1,9,4,2,11,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,3,1,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,2,9,2,2,9.0,2,999,9,9,2009,2.0,999.0,999.0,1.0,0,L,0.0,9.0,9.0,999,,99.0,9,9,9,5
34544,0.0199625,Q3,2013,29,30,SI,4.0,1,9,3,2,7,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2010,99.0,0.0,9,4,9.0,3,3,1,1,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,2009,2.0,999.0,999.0,3.0,0,H,0.0,9.0,9.0,999,7.0,99.0,9,9,9,3
34583,0.01974,Q2,2013,24,25,SI,4.0,1,9,4,2,6,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2013,3.0,0.0,0,4,9.0,3,1,1,1,1,1,1,1,1,0,0,1,1,0,1,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,2003,2.0,999.0,500.0,1.0,0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,H,4
34586,0.0629475,Q4,2013,42,43,SI,3.0,1,9,4,2,10,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,3,1,0,0,1,1,1,1,1,0,0,1,0,0,0,9.0,1,9.0,2,9,2,2,9.0,2,999,9,9,2007,2.0,999.0,999.0,1.0,0,M,0.0,9.0,9.0,999,,99.0,9,9,9,3
34602,0.0222425,Q2,2013,14,15,SI,3.0,1,9,1,2,4,2013,1,2.0,32.0,005-EU28,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2003,99.0,99.0,9,4,9.0,3,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,1992,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,5
34619,0.0108975,Q1,2013,5,6,SI,4.0,1,9,1,2,1,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,4.0,0.0,5,4,9.0,3,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,1975,2.0,999.0,,2.0,0,L,0.0,9.0,9.0,999,4.0,99.0,9,9,B,4
34639,0.0107975,Q3,2013,35,36,SI,3.0,1,9,1,2,8,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,2,1,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,2,9,2,2,9.0,2,999,9,9,2013,2.0,999.0,999.0,1.0,0,H,0.0,9.0,9.0,999,,99.0,9,9,9,6
34678,0.015165,Q4,2013,44,45,SI,3.0,1,9,2,2,10,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,2.0,15,000-OWN COUNTRY,2013,2.0,,1,9.0,2.0,,4,0.0,3.0,3,3,3,3,40,24,,,12,1.0,3,45.0,3,1,2,1,9,99,9,9999,99.0,99.0,9,9,9.0,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,2010,1.0,200.0,999.0,9.0,0,H,0.0,9.0,9.0,8,,,H,9,9,5
34707,0.0254075,Q4,2013,42,43,SI,3.0,1,9,2,2,10,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,2,3,0,0,0,1,0,1,1,0,0,1,0,0,0,9.0,1,9.0,2,9,2,1,,2,999,9,9,2010,2.0,999.0,999.0,3.0,1,H,0.0,,,999,,99.0,9,9,9,5
34710,0.0181575,Q2,2013,18,19,SI,3.0,1,9,1,2,5,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,2.0,15,000-OWN COUNTRY,2012,12.0,0.0,1,9.0,2.0,,3,0.0,1.0,2,2,2,2,40,40,,,97,1.0,2,48.0,3,1,7,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,3,0,1,1,1,1,1,1,0,0,1,0,0,1,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,2011,1.0,200.0,999.0,9.0,0,H,0.0,9.0,9.0,5,,,H,9,9,3
34724,0.020875,Q1,2013,12,13,SI,4.0,1,9,4,2,3,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,9.0,0.0,5,4,9.0,3,2,1,0,1,1,1,1,0,0,0,0,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,1994,2.0,999.0,300.0,2.0,0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,F,3
34725,0.0436375,Q1,2013,6,7,SI,4.0,1,9,3,2,2,2013,1,1.0,47.0,005-EU28,0.0,000-OWN COUNTRY,2,99,5.0,9,2.0,14,000-OWN COUNTRY,2012,12.0,0.0,1,9.0,2.0,,3,0.0,3.0,3,3,3,3,47,47,,,97,0.0,9,,3,1,6,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,1,0,0,1,1,1,1,1,0,0,1,0,0,0,9.0,9,9.0,9,9,4,2,9.0,2,999,9,9,1985,1.0,700.0,999.0,9.0,0,M,0.0,9.0,9.0,2,,,F,9,9,2
34731,0.07536,Q1,2013,4,5,SI,4.0,1,9,2,2,1,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2007,99.0,0.0,9,4,9.0,1,3,1,1,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,1,60,1,5,2002,2.0,999.0,999.0,3.0,1,H,0.0,,,999,8.0,99.0,9,9,9,1
34751,0.03536,Q2,2013,22,23,SI,4.0,1,9,4,2,5,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,3,3,0,1,1,1,1,1,1,0,0,1,0,0,0,9.0,1,9.0,2,9,4,1,3.0,2,999,9,9,2008,2.0,999.0,999.0,3.0,1,M,0.0,,,999,,99.0,9,9,9,4
34777,0.0166675,Q3,2013,33,34,SI,4.0,1,9,2,2,8,2013,1,1.0,32.0,005-EU28,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2013,7.0,1.0,5,4,9.0,2,1,1,0,0,1,0,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,2010,2.0,999.0,,1.0,0,H,0.0,9.0,9.0,999,2.0,99.0,9,9,H,4
34784,0.0257075,Q2,2013,20,21,SI,3.0,1,9,2,2,5,2013,1,2.0,47.0,005-EU28,0.0,000-OWN COUNTRY,2,99,5.0,9,2.0,15,000-OWN COUNTRY,2012,8.0,,1,9.0,2.0,,3,1.0,3.0,3,3,3,3,40,40,,,97,1.0,4,60.0,3,1,1,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,1977,1.0,900.0,999.0,9.0,0,L,0.0,9.0,9.0,9,,,B,9,9,5
34803,0.031985,Q3,2013,28,29,SI,3.0,1,9,3,2,7,2013,1,2.0,47.0,005-EU28,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2000,99.0,99.0,9,4,9.0,5,3,1,1,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1987,2.0,999.0,999.0,3.0,0,H,0.0,9.0,9.0,999,8.0,99.0,9,9,9,6
34817,0.0127775,Q1,2013,7,8,SI,3.0,1,9,1,2,2,2013,1,2.0,47.0,005-EU28,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,3,3,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,4,9,2,2,9.0,2,999,9,9,1983,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999,,99.0,9,9,9,5
34839,0.046815,Q2,2013,18,19,SI,3.0,1,9,2,2,5,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,2.0,14,000-OWN COUNTRY,2010,99.0,9.0,1,9.0,2.0,,6,0.0,1.0,3,3,3,3,40,0,,,12,1.0,4,55.0,3,1,7,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,1,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,2012,1.0,200.0,999.0,9.0,0,H,0.0,9.0,9.0,36,,,H,9,9,5
34845,0.020025,Q2,2013,14,15,SI,3.0,1,9,1,2,4,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,0.0,9,2.0,15,000-OWN COUNTRY,2012,8.0,0.0,1,9.0,2.0,,4,0.0,1.0,2,3,3,3,40,40,,,97,0.0,9,,3,1,6,1,9,99,9,9999,99.0,99.0,9,9,9.0,2,3,0,0,1,1,1,1,1,0,0,1,0,0,0,9.0,9,9.0,9,9,4,2,9.0,2,999,9,9,1984,1.0,800.0,999.0,9.0,0,L,0.0,9.0,9.0,8,,,B,9,9,4
34872,0.0167175,Q4,2013,41,42,SI,3.0,1,9,1,2,10,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,12.0,9.0,5,4,9.0,3,2,1,1,1,1,1,1,1,0,0,1,1,0,1,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,2007,2.0,999.0,,2.0,0,H,0.0,9.0,9.0,999,4.0,99.0,9,9,H,4
34882,0.03086,Q4,2013,48,49,SI,4.0,1,9,5,2,11,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,12.0,0.0,5,4,9.0,3,3,1,1,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,1,20,2,5,2004,2.0,999.0,,2.0,1,H,0.0,,,999,4.0,99.0,9,9,H,4
34893,0.04771,Q4,2013,46,47,SI,3.0,1,9,5,2,11,2013,1,2.0,32.0,005-EU28,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2009,99.0,0.0,9,4,9.0,3,3,0,0,0,1,1,1,0,0,0,1,0,0,0,9.0,1,9.0,1,9,4,2,9.0,2,999,9,9,1993,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,4
34937,0.03708,Q1,2013,3,4,SI,4.0,1,9,1,2,1,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2007,99.0,4.0,9,4,9.0,3,3,0,1,0,1,0,1,0,0,0,1,0,0,0,9.0,1,9.0,1,9,4,2,9.0,2,999,9,9,2007,2.0,999.0,999.0,3.0,0,H,0.0,9.0,9.0,999,8.0,99.0,9,9,9,3
34950,0.0108425,Q1,2013,7,8,SI,3.0,1,9,1,2,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,3,3,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,2,9,2,2,9.0,1,20,2,5,2007,2.0,999.0,999.0,3.0,1,L,0.0,,,999,,99.0,9,9,9,4
34982,0.027715,Q2,2013,21,22,SI,3.0,1,9,4,2,5,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,12.0,0.0,5,4,9.0,3,1,1,1,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1984,2.0,999.0,900.0,1.0,0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,F,4
34989,0.08306,Q2,2013,14,15,SI,3.0,1,9,2,2,4,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,1.0,15,000-OWN COUNTRY,2003,99.0,9.0,1,9.0,1.0,9.0,9,0.0,1.0,1,1,1,1,40,57,,,1,0.0,9,,3,1,6,1,9,99,9,9999,99.0,99.0,9,9,9.0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9,9,4,2,9.0,1,8,1,1,2012,1.0,200.0,999.0,9.0,1,H,0.0,,,120,,,H,9,9,3
34994,0.0519125,Q1,2013,11,12,SI,3.0,1,9,3,2,3,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,5,5.0,9,2.0,14,000-OWN COUNTRY,2005,99.0,9.0,1,9.0,1.0,9.0,9,0.0,1.0,1,1,1,1,40,0,,,99,0.0,9,,3,1,6,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,3,0,0,1,1,0,1,1,0,0,1,0,0,1,9.0,9,9.0,9,9,4,2,9.0,2,999,9,9,2003,1.0,700.0,999.0,9.0,0,M,0.0,9.0,9.0,96,,,B,9,9,4
35009,0.0244525,Q4,2013,45,46,SI,4.0,1,9,1,2,11,2013,1,2.0,32.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,5,9,4,2,9.0,2,999,9,9,1990,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999,,99.0,9,9,9,6
35020,0.0237375,Q2,2013,20,21,SI,3.0,1,9,2,2,5,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2008,99.0,9.0,9,4,9.0,5,1,0,0,0,1,1,1,1,0,0,1,0,0,0,9.0,1,9.0,4,9,4,2,9.0,2,999,9,9,1998,2.0,999.0,999.0,1.0,0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,6
35072,0.02381,Q1,2013,7,8,SI,3.0,1,9,3,2,2,2013,1,2.0,32.0,005-EU28,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2010,99.0,1.0,9,4,9.0,3,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,2010,2.0,999.0,999.0,2.0,0,H,0.0,9.0,9.0,999,7.0,99.0,9,9,9,3
35076,0.0236175,Q3,2013,38,39,SI,3.0,1,9,5,2,9,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,2.0,15,005-EU28,2011,1.0,9.0,2,,2.0,,6,0.0,3.0,3,3,3,3,16,16,,,97,1.0,4,40.0,3,1,6,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,2,1,1,0,1,0,1,0,0,0,1,1,0,0,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,2000,1.0,900.0,999.0,9.0,0,M,0.0,9.0,9.0,32,,,G,9,9,4
35086,0.02218,Q1,2013,6,7,SI,4.0,1,9,2,2,2,2013,1,2.0,65.0,005-EU28,0.0,000-OWN COUNTRY,1,99,5.0,9,2.0,15,000-OWN COUNTRY,1974,99.0,9.0,1,9.0,1.0,9.0,9,0.0,3.0,3,3,3,3,40,32,,,12,0.0,9,,3,1,1,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,9,9.0,9,9,4,2,9.0,2,999,9,9,1991,1.0,300.0,999.0,9.0,0,M,0.0,9.0,9.0,468,,,G,9,9,2
35091,0.022955,Q3,2013,37,38,SI,3.0,1,9,1,2,9,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,0.0,9,9.0,15,000-OWN COUNTRY,2012,1.0,9.0,1,9.0,9.0,9.0,9,9.0,9.0,1,2,2,1,40,40,99.0,99.0,97,1.0,4,50.0,2,1,6,1,9,99,9,9999,99.0,99.0,9,9,9.0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,2004,1.0,500.0,999.0,9.0,0,M,0.0,9.0,9.0,20,,99.0,H,9,9,3
35092,0.0374775,Q1,2013,12,13,SI,4.0,1,9,5,2,3,2013,1,2.0,32.0,005-EU28,0.0,000-OWN COUNTRY,2,99,5.0,9,2.0,15,000-OWN COUNTRY,2012,8.0,,1,9.0,2.0,,5,0.0,3.0,3,3,3,3,40,40,,,97,0.0,9,,3,1,7,1,9,99,9,9999,99.0,99.0,9,9,9.0,2,2,0,0,1,1,1,1,1,0,0,1,0,0,0,9.0,9,9.0,9,9,4,2,9.0,1,26,2,4,2008,1.0,200.0,999.0,9.0,1,H,0.0,,,7,,,H,9,9,3
