,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
40842,0.1794684503,_A,2004,21,22,RO,1,9,3,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,1996,99,1,9.0,9.0,40,50,99.0,99.0,2.0,,40.0,1,1,9,99,9.0,9999,99,9,9,,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,M,96,,,9.0,9.0,01,9,9,9.0,9.0
40858,0.4454448495,_A,2004,25,26,RO,1,9,2,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,0,1,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
40997,0.3456839865,_A,2004,25,26,RO,1,9,2,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,1.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,L,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
40998,0.181729178,_A,2004,26,27,RO,1,9,1,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,1968,99,1,9.0,9.0,48,46,99.0,99.0,7.0,,50.0,1,1,9,99,9.0,9999,99,9,9,,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,L,432,,,9.0,9.0,02,9,9,9.0,9.0
40999,0.1666238562,_A,2004,20,21,RO,1,9,2,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,3,5,4,2.0,2.0,1,0,1,1,1,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,H,999,2.0,9.0,9.0,,04,9,9,9.0,
41008,0.3563399862,_A,2004,26,27,RO,1,9,4,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
41059,0.354742769,_A,2004,23,24,RO,1,9,3,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,6,5,4,2.0,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,1.0,9.0,9.0,,03,9,9,9.0,
41078,0.1436599603,_A,2004,23,24,RO,1,9,4,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,1,5,4,2.0,1.0,1,0,0,1,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,3.0,9.0,9.0,,02,9,9,9.0,
41082,0.3264030455,_A,2004,24,25,RO,1,9,2,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2002,9,5,4,2.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,6.0,9.0,9.0,,03,9,9,9.0,
41088,0.4959293385,_A,2004,22,23,RO,1,9,1,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,0.0,9,000-OWN COUNTRY,2000,99,2,9.0,9.0,0,20,99.0,99.0,,1.0,40.0,1,1,9,99,9.0,9999,99,9,9,,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,L,48,,,9.0,9.0,6+,9,9,9.0,9.0
41094,0.4093283344,_A,2004,14,15,RO,1,9,1,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,2,5,4,,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,02,9,9,9.0,
41099,0.6280906997,_A,2004,14,15,RO,1,9,1,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,3,0,4,,1.0,0,0,1,1,0,1,0,0,0,0,0,0,1,9.0,1,2,9,2.0,999,2,1.0,0.0,L,999,2.0,9.0,9.0,,6+,9,9,9.0,
41157,0.3735080202,_A,2004,15,16,RO,1,9,3,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2000,99,5,4,,3.0,1,0,0,0,1,1,1,0,0,0,0,0,0,9.0,1,2,9,1.0,10,2,3.0,1.0,M,999,8.0,9.0,9.0,,6+,9,9,9.0,
41168,0.2692202181,_A,2004,23,24,RO,1,9,4,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,0.0,9,000-OWN COUNTRY,2002,6,2,9.0,9.0,0,30,99.0,99.0,,1.0,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,3.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,24,,,9.0,9.0,02,9,9,9.0,9.0
41207,0.2052295777,_A,2004,20,21,RO,1,9,3,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,1970,99,2,9.0,9.0,24,24,99.0,99.0,97.0,1.0,45.0,1,1,9,99,9.0,9999,99,9,9,3.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,408,,,9.0,9.0,02,9,9,9.0,9.0
41218,0.3629586625,_A,2004,20,21,RO,1,9,2,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
41256,0.348008318,_A,2004,17,18,RO,1,9,2,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1991,99,9,4,,3.0,0,0,0,0,1,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
41297,0.4475892724,_A,2004,15,16,RO,1,9,4,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1994,99,9,4,,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,05,9,9,9.0,9.0
41324,0.4256943659,_A,2004,16,17,RO,1,9,4,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,2,5,4,2.0,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,5.0,9.0,9.0,,04,9,9,9.0,
41358,0.3560992691,_A,2004,18,19,RO,1,9,4,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,3.0,3.0,0,0,0,1,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
41376,0.2279500512,_A,2004,26,27,RO,1,9,1,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1994,99,9,4,,3.0,0,0,0,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,02,9,9,9.0,9.0
41490,0.268884525,_A,2004,24,25,RO,1,9,1,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,10,5,4,6.0,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,M,999,4.0,9.0,9.0,,02,9,9,9.0,
41506,0.4836393728,_A,2004,21,22,RO,1,9,4,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,3,0,4,3.0,2.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,6+,9,9,9.0,
41508,0.4054631179,_A,2004,14,15,RO,1,9,3,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,1.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,L,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
41542,0.3212731374,_A,2004,18,19,RO,1,9,3,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2000,99,5,4,2.0,3.0,0,0,0,0,1,0,1,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,04,9,9,9.0,
41603,0.3557569251,_A,2004,15,16,RO,1,9,1,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,1,5,4,2.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,3.0,9.0,9.0,,04,9,9,9.0,
41610,0.1899236746,_A,2004,17,18,RO,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2002,10,5,4,2.0,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,6.0,9.0,9.0,,01,9,9,9.0,
41623,0.2181770782,_A,2004,20,21,RO,1,9,3,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,1992,99,2,9.0,9.0,0,30,99.0,99.0,,1.0,40.0,1,1,9,99,9.0,9999,99,9,9,,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,144,,,9.0,9.0,03,9,9,9.0,9.0
41630,0.5312357232,_A,2004,25,26,RO,1,9,4,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,4,5,4,2.0,3.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,6+,9,9,9.0,
41695,0.3137444276,_A,2004,20,21,RO,1,9,1,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
41732,0.3766138251,_A,2004,19,20,RO,1,9,3,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,0,0,1,1,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
41830,0.4552991962,_A,2004,15,16,RO,1,9,4,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1994,99,9,4,1.0,3.0,0,0,0,0,0,1,0,1,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
41892,0.3928249977,_A,2004,24,25,RO,1,9,3,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2002,6,5,4,6.0,3.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,7.0,9.0,9.0,,04,9,9,9.0,
41944,0.2311555358,_A,2004,15,16,RO,1,9,3,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1998,99,5,4,3.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,8.0,9.0,9.0,,03,9,9,9.0,
41969,0.1903215019,_A,2004,20,21,RO,1,9,4,2,5,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1999,99,0,4,3.0,3.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,,999,8.0,9.0,9.0,,01,9,9,9.0,
41987,0.4817273598,_A,2004,23,24,RO,1,9,2,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
41999,0.3806705913,_A,2004,16,17,RO,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
42004,0.320921296,_A,2004,20,21,RO,1,9,2,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2000,99,5,4,2.0,3.0,1,0,0,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,02,9,9,9.0,
42012,0.3492851456,_A,2004,26,27,RO,1,9,4,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1995,99,9,4,3.0,3.0,1,0,0,1,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,05,9,9,9.0,9.0
42033,0.5037996803,_A,2004,18,19,RO,1,9,1,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,5,0,4,,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,L,999,4.0,9.0,9.0,,6+,9,9,9.0,
42048,0.1469419741,_A,2004,23,24,RO,1,9,2,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,3.0,1,0,0,1,0,1,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,H,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
42107,0.2676886422,_A,2004,20,21,RO,1,9,4,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
42128,0.3579679621,_A,2004,24,25,RO,1,9,3,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,,9.0,9.0,9.0,02,9,9,9.0,9.0
42130,0.3861663444,_A,2004,17,18,RO,1,9,4,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1994,99,1,1.0,9.0,40,40,,,97.0,,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,1.0,1,0,1,0,1,1,1,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,M,120,,,9.0,9.0,03,9,9,9.0,9.0
42146,0.3786466996,_A,2004,16,17,RO,1,9,2,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,L,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
42170,0.4779880782,_A,2004,20,21,RO,1,9,1,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
42172,0.3500405665,_A,2004,24,25,RO,1,9,2,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2000,99,1,9.0,9.0,45,45,99.0,99.0,97.0,,45.0,1,1,9,99,9.0,9999,99,9,9,,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,M,48,,,9.0,9.0,03,9,9,9.0,9.0
42180,0.1286914151,_A,2004,22,23,RO,1,9,2,2,5,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,2002,6,1,9.0,9.0,50,50,99.0,99.0,97.0,,40.0,1,1,9,99,9.0,9999,99,9,9,6.0,3.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,M,23,,,9.0,9.0,01,9,9,9.0,9.0
42206,0.2814750137,_A,2004,16,17,RO,1,9,3,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,7,0,4,,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,L,999,4.0,9.0,9.0,,02,9,9,9.0,
42214,0.2378090502,_A,2004,15,16,RO,1,9,3,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1984,99,2,9.0,9.0,35,35,99.0,99.0,97.0,1.0,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,240,,,9.0,9.0,04,9,9,9.0,9.0
42225,0.3814729038,_A,2004,18,19,RO,1,9,1,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
42275,0.5566392468,_A,2004,25,26,RO,1,9,4,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
42335,0.2905194351,_A,2004,15,16,RO,1,9,1,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
42396,0.1882873234,_A,2004,20,21,RO,1,9,1,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,4,5,4,2.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,01,9,9,9.0,
42409,0.4358134704,_A,2004,16,17,RO,1,9,2,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,M,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
42419,0.5106120289,_A,2004,18,19,RO,1,9,1,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002,3,2,9.0,9.0,32,30,99.0,99.0,3.0,1.0,40.0,1,1,9,99,9.0,9999,99,9,9,,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,L,25,,,9.0,9.0,6+,9,9,9.0,9.0
