,COEFF,QUARTER,REFYEAR,COUNTRY,DEGURBA,HHTYPE,HHINST,INTQUEST,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,SUPVISOR,SIZEFIRM,COUNTRYW,YSTARTWK,MSTARTWK,WAYJFOUN,FTPT,FTPTREAS,TEMP,TEMPREAS,TEMPDUR,TEMPAGCY,SHIFTWK,EVENWK,NIGHTWK,SATWK,SUNWK,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,WAYMORE,HWWISH,HOMEWK,LOOKOJ,LOOKREAS,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,LEAVREAS,STAPROPR,SEEKWORK,SEEKREAS,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,AVAIREAS,PRESEEK,NEEDCARE,REGISTER,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,COURPURP,COURWORH,HATYEAR,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,METHFW,LENTR4W,PURP4W,STARTIME,LEAVCLAS,INCDECIL,NACE1D,NACE2J1D,NACEPR1D
22320,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.0,2,1.0,,9.0,,,9,,999.0,9,9.0,2012.0,3.0,999.0,999.0,9.0,,L,0.0,9.0,9.0,999.0,,99.0,9,9,9
22321,0.15853,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,1.0,2.0,9.0,4.0,1.0,2,2.0,999.0,9,9.0,2010.0,3.0,999.0,999.0,9.0,1.0,L,0.0,,,999.0,,99.0,9,9,9
22327,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,0,0,1,1,1,1,1,0,0,0,0,0,0,9.0,2,1.0,,9.0,,,9,,999.0,9,9.0,2010.0,3.0,999.0,999.0,9.0,,L,0.0,9.0,9.0,999.0,,99.0,9,9,9
22328,0.189956,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,4.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,1.0,2.0,9.0,4.0,1.0,3,1.0,24.0,2,4.0,2011.0,3.0,999.0,999.0,9.0,1.0,L,0.0,,,999.0,,99.0,9,9,9
22330,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,0,0,1,1,1,1,1,0,0,0,0,0,0,9.0,2,1.0,,9.0,,,9,,999.0,9,9.0,2008.0,3.0,999.0,999.0,9.0,,L,0.0,9.0,9.0,999.0,,99.0,9,9,9
22346,0.183982,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,5.0,1.0,0,0,1,1,0,1,1,0,0,0,0,0,0,9.0,2,1.0,2.0,9.0,4.0,1.0,2,2.0,999.0,9,9.0,2009.0,3.0,999.0,999.0,9.0,1.0,L,0.0,,,999.0,,99.0,9,9,9
22347,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,1.0,,9.0,,,9,,999.0,9,9.0,2012.0,3.0,999.0,999.0,9.0,,L,0.0,9.0,9.0,999.0,,99.0,9,9,9
22427,0.208459,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,10.0,000-OWN COUNTRY,2010.0,99.0,9.0,2.0,1.0,2.0,3.0,7.0,0.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,0.0,0.0,7.0,1.0,4.0,30.0,3.0,1.0,3.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,4.0,1.0,3,2.0,999.0,9,9.0,2011.0,1.0,900.0,999.0,9.0,1.0,L,0.0,,,36.0,,1.0,H,9,9
22434,0.202108,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,11.0,000-OWN COUNTRY,2013.0,1.0,0.0,2.0,1.0,1.0,9.0,9.0,0.0,3.0,2.0,3.0,2.0,2.0,16.0,14.0,0.0,0.0,7.0,0.0,9.0,16.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,1.0,3,2.0,999.0,9,9.0,2010.0,1.0,900.0,999.0,9.0,1.0,L,0.0,,,2.0,,1.0,H,9,9
22440,0.110007,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,,000-OWN COUNTRY,2012.0,11.0,0.0,2.0,1.0,1.0,9.0,9.0,0.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,0.0,0.0,97.0,0.0,9.0,4.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,1.0,2,2.0,999.0,9,9.0,2010.0,1.0,900.0,999.0,9.0,1.0,L,0.0,,,5.0,,1.0,H,9,9
22444,0.665983,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,8,5.0,1,2.0,10.0,000-OWN COUNTRY,2012.0,4.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,99.0,1.0,3.0,20.0,3.0,1.0,2.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,4.0,1.0,3,1.0,8.0,1,4.0,2012.0,1.0,900.0,999.0,9.0,1.0,L,0.0,,,11.0,,1.0,H,9,9
22445,0.271064,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,,000-OWN COUNTRY,2013.0,6.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,16.0,16.0,0.0,0.0,97.0,1.0,2.0,40.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,2.0,1.0,3,2.0,999.0,9,9.0,2006.0,1.0,900.0,999.0,9.0,1.0,L,0.0,,,0.0,,,H,9,9
22451,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,2011.0,2.0,999.0,999.0,3.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22452,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,2010.0,2.0,999.0,999.0,1.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22453,0.223663,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2011.0,6.0,1.0,9,4,9.0,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,2.0,9.0,2.0,1.0,5,2.0,999.0,9,9.0,2009.0,2.0,999.0,999.0,1.0,1.0,M,0.0,,,999.0,7.0,99.0,9,9,9
22454,0.216252,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,10.0,9.0,5,4,9.0,3.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,5.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2008.0,2.0,999.0,400.0,1.0,0.0,M,0.0,9.0,9.0,999.0,3.0,99.0,9,9,H
22455,0.218911,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2011.0,8.0,1.0,9,4,9.0,3.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,2.0,9.0,4.0,1.0,5,2.0,999.0,9,9.0,2009.0,2.0,999.0,999.0,1.0,1.0,M,0.0,,,999.0,6.0,99.0,9,9,9
22456,0.190158,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2013.0,2.0,1.0,5,4,9.0,3.0,2.0,1,0,1,0,1,1,1,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,2009.0,2.0,999.0,500.0,2.0,0.0,M,0.0,9.0,9.0,999.0,4.0,99.0,9,9,H
22457,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,2012.0,2.0,999.0,999.0,1.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22459,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,2011.0,2.0,999.0,999.0,1.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22460,0.325582,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,3.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,5.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,,2.0,999.0,999.0,2.0,0.0,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22461,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,2012.0,2.0,999.0,999.0,3.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22462,0.230746,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,7.0,8.0,5,4,9.0,3.0,1.0,1,1,1,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,3.0,9.0,4.0,1.0,5,2.0,999.0,9,9.0,2011.0,2.0,999.0,700.0,1.0,1.0,M,0.0,,,999.0,4.0,99.0,9,9,F
22463,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,0,0,1,0,1,1,1,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,2010.0,2.0,999.0,999.0,1.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22464,0.259107,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,6.0,0.0,9,4,9.0,3.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,2011.0,2.0,999.0,999.0,3.0,0.0,M,0.0,9.0,9.0,999.0,5.0,99.0,9,9,9
22466,0.18605,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,3.0,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,9.0,1,9.0,2.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,2012.0,2.0,999.0,999.0,3.0,0.0,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22467,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,2011.0,2.0,999.0,999.0,3.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22468,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,2011.0,2.0,999.0,999.0,2.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22469,0.177767,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2011.0,8.0,5.0,9,4,9.0,5.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,2.0,9.0,4.0,1.0,5,2.0,999.0,9,9.0,2008.0,2.0,999.0,999.0,1.0,1.0,M,0.0,,,999.0,6.0,99.0,9,9,9
22470,0.147488,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,8.0,5.0,5,4,9.0,3.0,1.0,0,0,1,0,1,1,1,0,0,0,0,0,0,9.0,1,9.0,2.0,9.0,4.0,1.0,5,2.0,999.0,9,9.0,2011.0,2.0,999.0,500.0,1.0,1.0,M,0.0,,,999.0,4.0,99.0,9,9,H
22471,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,2008.0,2.0,999.0,999.0,1.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22472,0.218095,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2011.0,5.0,1.0,9,4,9.0,3.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,2009.0,2.0,999.0,999.0,3.0,0.0,M,0.0,9.0,9.0,999.0,6.0,99.0,9,9,9
22473,,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,3.0,1,1,0,1,1,1,1,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,2009.0,2.0,999.0,999.0,3.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
22474,0.163347,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,12.0,1.0,5,4,9.0,2.0,,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,2012.0,2.0,999.0,900.0,1.0,0.0,M,0.0,9.0,9.0,999.0,3.0,99.0,9,9,B
22475,0.179376,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,11.0,1.0,5,4,9.0,2.0,2.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,5.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,2009.0,2.0,999.0,900.0,2.0,0.0,M,0.0,9.0,9.0,999.0,4.0,99.0,9,9,H
22476,0.223474,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2013.0,3.0,0.0,5,4,9.0,3.0,1.0,0,1,1,0,1,1,1,0,0,0,0,0,0,9.0,1,9.0,2.0,9.0,4.0,1.0,5,2.0,999.0,9,9.0,2011.0,2.0,999.0,500.0,1.0,1.0,M,0.0,,,999.0,2.0,99.0,9,9,G
22477,0.23595,_A,2013,FI,4.0,1,9,2,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,3.0,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,5.0,9.0,2.0,2.0,9,2.0,999.0,9,9.0,2010.0,2.0,999.0,999.0,2.0,0.0,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
