,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,SUPVISOR,SIZEFIRM,COUNTRYW,YSTARTWK,MSTARTWK,WAYJFOUN,FTPT,FTPTREAS,TEMP,TEMPREAS,TEMPDUR,TEMPAGCY,SHIFTWK,EVENWK,NIGHTWK,SATWK,SUNWK,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,WAYMORE,HWWISH,HOMEWK,LOOKOJ,LOOKREAS,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,LEAVREAS,STAPROPR,SEEKWORK,SEEKREAS,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,AVAIREAS,PRESEEK,NEEDCARE,REGISTER,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,COURPURP,COURWORH,HATYEAR,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,METHFW,LENTR4W,PURP4W,STARTIME,LEAVCLAS,INCDECIL,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS
144816,0.03212,_A,2013,5,6,HU,,1,9,4,2,1,2013,1,1.0,25-39,000-OWN COUNTRY,11+,NO ANSWER,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,11.0,0.0,5,4,9,2,1,1,0,1,1,1,1,0,0,0,1,1,0,1,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1993,2.0,999.0,700,1.0,0.0,M,0.0,9.0,9.0,999,2.0,99.0,9,9,G,4
144818,0.15403,_A,2013,5,6,HU,4.0,1,9,1,2,1,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2010,99.0,0.0,9,4,9,3,3,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1984,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,2
144821,0.07085,_A,2013,46,47,HU,4.0,1,9,1,2,11,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2000,99.0,99.0,9,4,9,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,9,1,9,4,9,1,2.0,9,2.0,999,9,9,1981,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,3
144834,0.0153,_A,2013,15,16,HU,4.0,1,9,6,2,4,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2010,99.0,0.0,9,4,9,2,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9,1,9,5,9,4,2.0,9,2.0,999,9,9,1980,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,5
144871,0.01189,_A,2013,22,23,HU,3.0,1,9,1,2,5,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,3,3,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,2,9,2,2.0,9,2.0,999,9,9,2010,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,,99.0,9,9,9,6
144884,0.01688,_A,2013,46,47,HU,3.0,1,9,4,2,11,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,12.0,1.0,5,4,9,2,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,2006,2.0,999.0,700,2.0,0.0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,H,4
144887,0.01055,_A,2013,39,40,HU,4.0,1,9,5,2,9,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,,9.0,9,4,9,3,3,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1983,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,1
144943,0.02493,_A,2013,2,3,HU,3.0,1,9,2,2,1,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,9,1,9,2,9,2,2.0,9,2.0,999,9,9,2001,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,,99.0,9,9,9,5
144951,0.03733,_A,2013,1,2,HU,4.0,1,9,4,2,1,2013,1,1.0,25-39,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,12.0,0.0,9,4,9,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1996,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,2
144955,0.02467,_A,2013,19,20,HU,3.0,1,9,5,2,5,2013,1,2.0,25-39,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,12.0,0.0,9,4,9,3,3,1,0,0,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1988,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,5.0,99.0,9,9,9,6
145005,0.03307,_A,2013,49,50,HU,4.0,1,9,6,2,12,2013,1,2.0,55-74,005-EU28,00,000-OWN COUNTRY,1,99,5.0,9,2,10,005-EU28,2012,7.0,9,1,9,1,9,9,0,3,1,1,1,1,40,40,0,0,97,0,9,40,3,1,6,1,9,99,9.0,9999,99.0,99.0,9,9,9,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9,9,9,9,9,4,2.0,9,2.0,999,9,9,1970,1.0,500.0,999,9.0,0.0,L,0.0,9.0,9.0,17,,,B,9,9,6
145027,0.11025,_A,2013,41,42,HU,4.0,1,9,6,2,10,2013,1,2.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,2,3,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,2012,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,4
145041,0.10974,_A,2013,52,1,HU,4.0,1,9,4,2,12,2013,1,2.0,40-54,005-EU28,,005-EU28,1,99,0.0,9,2,12,005-EU28,2012,6.0,9,1,9,2,2,1,0,3,3,3,3,3,0,24,0,0,98,0,9,40,3,1,7,1,9,99,9.0,9999,99.0,99.0,9,9,9,3,3,0,1,1,1,1,1,0,0,0,1,0,0,0,9,9,9,9,9,4,2.0,9,2.0,999,9,9,1979,1.0,200.0,999,9.0,0.0,M,0.0,9.0,9.0,18,,,H,9,9,2
145055,0.04311,_A,2013,3,4,HU,4.0,1,9,5,2,1,2013,1,1.0,40-54,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,12.0,9.0,5,4,9,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1998,2.0,999.0,800,1.0,0.0,H,0.0,9.0,9.0,999,2.0,99.0,9,9,B,5
145080,0.02303,_A,2013,30,31,HU,3.0,1,9,1,2,7,2013,1,2.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,2,9,2,2.0,9,2.0,999,9,9,2013,2.0,999.0,999,1.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,6
145095,0.04633,_A,2013,1,2,HU,4.0,1,9,6,2,1,2013,1,1.0,40-54,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,12.0,0.0,9,4,9,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1990,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,2
145096,0.0166,_A,2013,10,11,HU,3.0,1,9,5,2,3,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,0.0,9,2,10,000-OWN COUNTRY,2002,99.0,9,1,9,1,9,9,0,3,3,3,3,3,40,0,0,0,15,0,9,40,3,1,1,2,0,30,9.0,9999,99.0,99.0,9,9,9,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,9,9,9,4,2.0,9,2.0,999,9,9,1982,1.0,500.0,999,9.0,0.0,M,0.0,9.0,9.0,132,,9.0,H,A,9,3
145119,0.12017,_A,2013,36,37,HU,4.0,1,9,6,2,9,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,9,1,9,2,9,4,2.0,9,2.0,999,9,9,2012,2.0,999.0,999,1.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,4
145159,0.01953,_A,2013,21,22,HU,3.0,1,9,2,2,5,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,2.0,0.0,9,4,9,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,2003,2.0,999.0,999,1.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,3
145202,0.02245,_A,2013,9,10,HU,3.0,1,9,2,2,2,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,2.0,1.0,9,4,9,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,2011,2.0,999.0,999,1.0,0.0,H,0.0,9.0,9.0,999,5.0,99.0,9,9,9,6
145204,0.0722,_A,2013,20,21,HU,4.0,1,9,6,2,5,2013,1,2.0,15-24,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,6,2,1,1,0,1,1,1,0,0,0,0,1,0,0,9,1,9,4,9,2,2.0,9,2.0,999,9,9,2007,2.0,999.0,999,2.0,0.0,L,0.0,9.0,9.0,999,,99.0,9,9,9,3
145232,0.0305,_A,2013,29,30,HU,3.0,1,9,6,2,7,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,5.0,0.0,5,4,9,2,1,1,0,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1995,2.0,999.0,500,1.0,0.0,M,0.0,9.0,9.0,999,2.0,99.0,9,9,H,4
145239,0.02232,_A,2013,37,38,HU,4.0,1,9,6,2,9,2013,1,1.0,,000-OWN COUNTRY,11+,005-EU28,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,9.0,0.0,9,4,9,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,2002,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,3
145254,0.01062,_A,2013,44,45,HU,3.0,1,9,2,2,10,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,3.0,1.0,5,4,9,6,2,1,0,1,1,0,1,0,0,0,1,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1986,2.0,999.0,900,2.0,0.0,L,0.0,9.0,9.0,999,4.0,99.0,9,9,A,3
145306,0.02597,_A,2013,1,2,HU,3.0,1,9,5,2,1,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,8.0,1.0,9,4,9,3,3,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1999,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,5.0,99.0,9,9,9,2
145311,0.01595,_A,2013,28,29,HU,3.0,1,9,4,2,7,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9,1,9,2,9,2,2.0,9,2.0,999,9,9,2009,2.0,999.0,999,1.0,0.0,L,0.0,9.0,9.0,999,,99.0,9,9,9,5
145322,0.06874,_A,2013,32,33,HU,4.0,1,9,5,2,8,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,6.0,0.0,9,4,9,3,3,1,0,1,1,0,1,0,0,0,1,1,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,2010,2.0,999.0,999,3.0,0.0,H,0.0,9.0,9.0,999,5.0,99.0,9,9,9,1
145346,0.01898,_A,2013,4,5,HU,4.0,1,9,3,2,1,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,12.0,0.0,5,4,9,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,2002,2.0,999.0,400,1.0,0.0,M,0.0,9.0,9.0,999,2.0,99.0,9,9,H,4
145367,0.11229,_A,2013,8,9,HU,4.0,1,9,2,2,2,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,10.0,0.0,0,4,9,3,1,1,1,0,1,1,1,1,0,0,1,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1994,2.0,999.0,700,1.0,0.0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,F,4
145394,0.04082,_A,2013,36,37,HU,4.0,1,9,1,2,9,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,3,1,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,2,9,2,2.0,9,2.0,999,9,9,2008,2.0,999.0,999,1.0,0.0,L,0.0,9.0,9.0,999,,99.0,9,9,9,4
145446,0.02401,_A,2013,34,35,HU,3.0,1,9,3,2,8,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,2,15,000-OWN COUNTRY,2013,6.0,1,2,1,2,2,4,0,3,3,3,3,3,30,24,0,0,12,1,4,40,3,1,1,1,9,99,9.0,9999,99.0,99.0,9,9,9,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,9,2,1,9,9,4,2.0,9,1.0,18,1,4,1991,1.0,900.0,999,9.0,1.0,M,0.0,,,2,,,U,9,9,2
145511,0.04426,_A,2013,25,26,HU,4.0,1,9,6,2,6,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,2,11,000-OWN COUNTRY,2013,3.0,1,1,9,2,2,3,0,3,3,3,3,3,40,40,0,0,97,1,4,60,3,1,1,1,9,99,9.0,9999,99.0,99.0,9,9,9,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,9,1,9,9,9,2,2.0,9,2.0,999,9,9,2004,1.0,0.0,999,9.0,0.0,L,0.0,9.0,9.0,3,,1.0,H,9,9,3
145520,0.03002,_A,2013,33,34,HU,4.0,1,9,3,2,8,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,10.0,0.0,5,4,9,1,2,1,1,1,1,0,1,0,0,1,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1989,2.0,999.0,300,2.0,0.0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,G,5
145522,0.0133,_A,2013,7,8,HU,3.0,1,9,6,2,2,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,8.0,1.0,9,4,9,2,3,1,0,1,1,0,0,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1987,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,6.0,99.0,9,9,9,1
145587,0.06796,_A,2013,8,9,HU,4.0,1,9,4,2,2,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2007,99.0,2.0,9,4,9,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,9,2,4,4,9,4,2.0,9,2.0,999,9,9,2013,3.0,999.0,999,9.0,0.0,H,0.0,9.0,9.0,999,8.0,99.0,9,9,9,4
145604,0.07866,_A,2013,25,26,HU,4.0,1,9,1,2,6,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2005,99.0,99.0,9,4,9,3,2,0,0,1,1,0,0,0,0,0,1,0,1,0,9,1,9,4,9,4,2.0,9,2.0,999,9,9,2002,2.0,999.0,999,2.0,0.0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,3
145609,0.01234,_A,2013,20,21,HU,3.0,1,9,6,2,5,2013,1,1.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,5.0,0.0,9,4,9,2,3,1,1,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1969,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,1
145612,0.01048,_A,2013,36,37,HU,3.0,1,9,4,2,9,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,12.0,0.0,9,4,9,2,3,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1991,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,6.0,99.0,9,9,9,3
145640,0.09794,_A,2013,47,48,HU,4.0,1,9,2,2,11,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2009,99.0,9.0,9,4,9,3,3,0,1,1,1,1,1,0,0,0,1,0,1,1,9,1,9,4,9,4,2.0,9,1.0,11,1,5,2012,2.0,999.0,999,3.0,1.0,H,0.0,,,999,8.0,99.0,9,9,9,6
145646,0.03421,_A,2013,46,47,HU,4.0,1,9,5,2,11,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2010,99.0,3.0,9,4,9,3,3,1,0,1,1,1,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1985,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,3
145671,0.05286,_A,2013,23,24,HU,4.0,1,9,5,2,6,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,5.0,2.0,5,4,9,5,1,0,0,1,1,0,1,0,0,0,1,0,0,0,9,1,9,5,9,4,2.0,9,2.0,999,9,9,1976,2.0,999.0,700,1.0,0.0,M,0.0,9.0,9.0,999,2.0,99.0,9,9,B,5
145697,0.01974,_A,2013,50,51,HU,3.0,1,9,2,2,12,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,8.0,0.0,5,4,9,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1998,2.0,999.0,900,1.0,0.0,L,0.0,9.0,9.0,999,3.0,99.0,9,9,H,6
145699,0.03334,_A,2013,13,14,HU,3.0,1,9,4,2,3,2013,1,1.0,40-54,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,10.0,0.0,5,4,9,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1980,2.0,999.0,300,1.0,0.0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,B,3
145704,0.02963,_A,2013,5,6,HU,3.0,1,9,5,2,1,2013,1,2.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,9.0,0.0,5,4,9,3,2,1,0,1,1,1,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1970,2.0,999.0,900,1.0,0.0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,H,3
145730,0.01977,_A,2013,19,20,HU,3.0,1,9,6,2,5,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,5.0,0.0,9,4,9,3,3,1,0,0,1,1,1,0,0,0,1,1,0,1,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1986,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,3
145740,0.02059,_A,2013,10,11,HU,3.0,1,9,4,2,3,2013,1,2.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,3,3,1,0,1,1,1,1,0,0,0,1,1,0,0,9,1,9,2,9,2,2.0,9,2.0,999,9,9,2010,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,3
